,Unnamed: 0,variable,value
304,40,"c1,1",2.4874193336967103
305,41,"c1,2",0.9704989256124412
306,42,"c1,3",-1.1951671059798152
307,43,beta1,0.3260726908870205
308,0,"c1,1",2.5393428000877614
309,1,"c1,2",1.0483927496276644
310,2,"c1,3",-1.1966569509545066
311,3,beta1,0.2824874971778295
312,4,"c1,1",2.5078490130376
313,5,"c1,2",0.9452229200531824
314,6,"c1,3",-1.011358610031477
315,7,beta1,0.3414551795084273
316,8,"c1,1",2.4781238089887005
317,9,"c1,2",1.024898969704274
318,10,"c1,3",-1.1180916974477748
319,11,beta1,0.3085591415962516
320,12,"c1,1",2.527498132807766
321,13,"c1,2",0.9861481429032984
322,14,"c1,3",-1.0483091576492962
323,15,beta1,0.2980835700711025
324,16,"c1,1",2.485464748874638
325,17,"c1,2",1.0174185802105726
326,18,"c1,3",-1.0224964972486044
327,19,beta1,0.2744342745660496
328,20,"c1,1",2.468047899530029
329,21,"c1,2",1.036076860673267
330,22,"c1,3",-0.8018934631739913
331,23,beta1,0.3133250563774696
332,24,"c1,1",2.4723356163916543
333,25,"c1,2",1.0029145219853688
334,26,"c1,3",-0.8605713732441005
335,27,beta1,0.3068755573481417
336,28,"c1,1",2.5152091414931257
337,29,"c1,2",0.9650562668652832
338,30,"c1,3",-1.1244278928217493
339,31,beta1,0.3082563511156679
340,32,"c1,1",2.496363981578975
341,33,"c1,2",1.0074849152777143
342,34,"c1,3",-1.0511213261629964
343,35,beta1,0.2783458213520956
344,36,"c1,1",2.5357684017115814
